input	reason	matches	symbol	organism.shortName	name	length	secondaryIdentifier	primaryIdentifier	class
QCR7	OTHER	1	QCR7	S. cerevisiae	ubiQuinol-cytochrome C oxidoReductase	384	YDR529C	S000002937	ORF
TRR1	OTHER	1	TRR1	S. cerevisiae	ThioRedoxin Reductase	960	YDR353W	S000002761	ORF
BET1	OTHER	1	BET1	S. cerevisiae	Blocked Early in Transport	560	YIL004C	S000001266	ORF
CDC9	OTHER	1	CDC9	S. cerevisiae	Cell Division Cycle	2268	YDL164C	S000002323	ORF
MSA2	OTHER	1	MSA2	S. cerevisiae	Mbf and Sbf Associated	1092	YKR077W	S000001785	ORF
URH1	OTHER	1	URH1	S. cerevisiae	URidine Hydrolase	1023	YDR400W	S000002808	ORF
YIL092W	OTHER	1		S. cerevisiae		1902	YIL092W	S000001354	ORF
CDC37	OTHER	1	CDC37	S. cerevisiae	Cell Division Cycle	1521	YDR168W	S000002575	ORF
CYS3	OTHER	1	CYS3	S. cerevisiae	CYStathionine gamma-lyase	1185	YAL012W	S000000010	ORF
ASI1	OTHER	1	ASI1	S. cerevisiae	Amino acid Sensor-Independent	1875	YMR119W	S000004725	ORF
TOS6	OTHER	1	TOS6	S. cerevisiae		309	YNL300W	S000005244	ORF
SCS2	OTHER	1	SCS2	S. cerevisiae	Suppressor of Choline Sensitivity	735	YER120W	S000000922	ORF
PRP40	OTHER	1	PRP40	S. cerevisiae	Pre-mRNA Processing	1752	YKL012W	S000001495	ORF
DUN1	OTHER	1	DUN1	S. cerevisiae	DNA-damage UNinducible	1542	YDL101C	S000002259	ORF
YMR122W-A	OTHER	1	NCW1	S. cerevisiae	Novel Cell Wall protein	255	YMR122W-A	S000007524	ORF
SYF2	OTHER	1	SYF2	S. cerevisiae	SYnthetic lethal with cdc40 (Forty)	648	YGR129W	S000003361	ORF
CHL1	OTHER	1	CHL1	S. cerevisiae	CHromosome Loss	2586	YPL008W	S000005929	ORF
PPS1	OTHER	1	PPS1	S. cerevisiae	Protein Phosphatase S phase	2424	YBR276C	S000000480	ORF
PDR1	OTHER	1	PDR1	S. cerevisiae	Pleiotropic Drug Resistance	3207	YGL013C	S000002981	ORF
SRM1	OTHER	1	SRM1	S. cerevisiae	Suppressor of Receptor Mutations	1449	YGL097W	S000003065	ORF
PMS1	OTHER	1	PMS1	S. cerevisiae	PostMeiotic Segregation	2622	YNL082W	S000005026	ORF
CPT1	OTHER	1	CPT1	S. cerevisiae	CholinePhosphoTransferase	1274	YNL130C	S000005074	ORF
YMR030W-A	OTHER	1		S. cerevisiae		291	YMR030W-A	S000028574	ORF
IDH1	OTHER	1	IDH1	S. cerevisiae	Isocitrate DeHydrogenase	1083	YNL037C	S000004982	ORF
NBA1	OTHER	1	NBA1	S. cerevisiae	Nap1p and Bud neck Associated	1506	YOL070C	S000005431	ORF
PRP19	OTHER	1	PRP19	S. cerevisiae	Pre-RNA Processing	1512	YLL036C	S000003959	ORF
LPX1	OTHER	1	LPX1	S. cerevisiae	Lipase of PeroXisomes	1164	YOR084W	S000005610	ORF
WWM1	OTHER	1	WWM1	S. cerevisiae	WW domain containing protein interacting with Metacaspase	636	YFL010C	S000001884	ORF
SET3	OTHER	1	SET3	S. cerevisiae	SET domain-containing	2256	YKR029C	S000001737	ORF
SPN1	OTHER	1	SPN1	S. cerevisiae	Suppresses Postrecruitment functions gene Number 1	1233	YPR133C	S000006337	ORF
MSH2	OTHER	1	MSH2	S. cerevisiae	MutS Homolog	2895	YOL090W	S000005450	ORF
DSN1	OTHER	1	DSN1	S. cerevisiae	Dosage Suppressor of NNF1	1731	YIR010W	S000001449	ORF
TPO4	OTHER	1	TPO4	S. cerevisiae	Transporter of POlyamines	1980	YOR273C	S000005799	ORF
YRO2	OTHER	1	YRO2	S. cerevisiae		1035	YBR054W	S000000258	ORF
RAD54	OTHER	1	RAD54	S. cerevisiae	RADiation sensitive	2697	YGL163C	S000003131	ORF
POL31	OTHER	1	POL31	S. cerevisiae	POLymerase	1464	YJR006W	S000003766	ORF
HIF1	OTHER	1	HIF1	S. cerevisiae	Hat1 Interacting Factor	1158	YLL022C	S000003945	ORF
FET5	OTHER	1	FET5	S. cerevisiae	FErrous Transport	1869	YFL041W	S000001853	ORF
COQ8	OTHER	1	COQ8	S. cerevisiae	COenzyme Q	1506	YGL119W	S000003087	ORF
ISU2	OTHER	1	ISU2	S. cerevisiae	IscU homolog	471	YOR226C	S000005752	ORF
YLR050C	OTHER	1	EMA19	S. cerevisiae	Efficient Mitochondria targeting-Associated protein	486	YLR050C	S000004040	ORF
SPA2	OTHER	1	SPA2	S. cerevisiae	Spindle Pole Antigen	4401	YLL021W	S000003944	ORF
SCJ1	OTHER	1	SCJ1	S. cerevisiae	S. Cerevisiae DnaJ	1134	YMR214W	S000004827	ORF
ATF2	OTHER	1	ATF2	S. cerevisiae	AcetylTransFerase	1608	YGR177C	S000003409	ORF
MBP1	OTHER	1	MBP1	S. cerevisiae	MluI-box Binding Protein	2502	YDL056W	S000002214	ORF
SAS2	OTHER	1	SAS2	S. cerevisiae	Something About Silencing	1017	YMR127C	S000004734	ORF
UBX7	OTHER	1	UBX7	S. cerevisiae	UBiquitin regulatory X	1311	YBR273C	S000000477	ORF
REV1	OTHER	1	REV1	S. cerevisiae	REVersionless	2958	YOR346W	S000005873	ORF
AMN1	OTHER	1	AMN1	S. cerevisiae	Antagonist of Mitotic exit Network	1650	YBR158W	S000000362	ORF
SMC6	OTHER	1	SMC6	S. cerevisiae	Structural Maintenance of Chromosomes	3345	YLR383W	S000004375	ORF
MXR2	OTHER	1	MXR2	S. cerevisiae	peptide Methionine sulfoXide Reductase	507	YCL033C	S000000538	ORF
ALG12	OTHER	1	ALG12	S. cerevisiae	Asparagine-Linked Glycosylation	1656	YNR030W	S000005313	ORF
MTH1	OTHER	1	MTH1	S. cerevisiae	MSN Three Homolog	1302	YDR277C	S000002685	ORF
RFC1	OTHER	1	RFC1	S. cerevisiae	Replication Factor C	2586	YOR217W	S000005743	ORF
TOF2	OTHER	1	TOF2	S. cerevisiae	TOpoisomerase I-interacting Factor	2316	YKR010C	S000001718	ORF
AAD10	OTHER	1	AAD10	S. cerevisiae	Aryl-Alcohol Dehydrogenase	867	YJR155W	S000003916	ORF
YDL086C-A	OTHER	1		S. cerevisiae		435	YDL086C-A	S000028611	ORF
GAS2	OTHER	1	GAS2	S. cerevisiae	Glycophospholipid-Anchored Surface protein	1668	YLR343W	S000004335	ORF
OYE2	OTHER	1	OYE2	S. cerevisiae	Old Yellow Enzyme	1203	YHR179W	S000001222	ORF
GLN1	OTHER	1	GLN1	S. cerevisiae	GLutamiNe metabolism	1113	YPR035W	S000006239	ORF
MDY2	OTHER	1	MDY2	S. cerevisiae	Mating-Deficient Yeast	639	YOL111C	S000005471	ORF
POL2	OTHER	1	POL2	S. cerevisiae	POLymerase	6669	YNL262W	S000005206	ORF
YBL113C	OTHER	1		S. cerevisiae		2379	YBL113C	S000002153	ORF
HOG1	OTHER	1	HOG1	S. cerevisiae	High Osmolarity Glycerol response	1308	YLR113W	S000004103	ORF
ESC2	OTHER	1	ESC2	S. cerevisiae	Establishment of Silent Chromatin	1371	YDR363W	S000002771	ORF
POL32	OTHER	1	POL32	S. cerevisiae	POLymerase	1053	YJR043C	S000003804	ORF
HST3	OTHER	1	HST3	S. cerevisiae	Homolog of SIR Two (SIR2)	1344	YOR025W	S000005551	ORF
PBP2	OTHER	1	PBP2	S. cerevisiae	Pbp1p Binding Protein	1242	YBR233W	S000000437	ORF
FMP27	OTHER	1	FMP27	S. cerevisiae	Found in Mitochondrial Proteome	7887	YLR454W	S000004446	ORF
OCH1	OTHER	1	OCH1	S. cerevisiae	Outer CHain elongation	1443	YGL038C	S000003006	ORF
GPI11	OTHER	1	GPI11	S. cerevisiae	GlycosylPhosphatidylInositol anchor biosynthesis	660	YDR302W	S000002710	ORF
AVT1	OTHER	1	AVT1	S. cerevisiae	Amino acid Vacuolar Transport	1809	YJR001W	S000003761	ORF
FSH2	OTHER	1	FSH2	S. cerevisiae	Family of Serine Hydrolases	672	YMR222C	S000004835	ORF
NAM2	OTHER	1	NAM2	S. cerevisiae	Nuclear Accommodation of Mitochondria	2685	YLR382C	S000004374	ORF
ASP1	OTHER	1	ASP1	S. cerevisiae	ASParaginase	1146	YDR321W	S000002729	ORF
UTR2	OTHER	1	UTR2	S. cerevisiae	Unidentified TRanscript	1404	YEL040W	S000000766	ORF
YNL057W	OTHER	1		S. cerevisiae		333	YNL057W	S000005002	ORF
SSA2	OTHER	1	SSA2	S. cerevisiae	Stress-Seventy subfamily A	1920	YLL024C	S000003947	ORF
ATG2	OTHER	1	ATG2	S. cerevisiae	AuTophaGy related	4779	YNL242W	S000005186	ORF
CBR1	OTHER	1	CBR1	S. cerevisiae	Cytochrome b Reductase	855	YIL043C	S000001305	ORF
RAD27	OTHER	1	RAD27	S. cerevisiae	RADiation sensitive	1149	YKL113C	S000001596	ORF
GAS1	OTHER	1	GAS1	S. cerevisiae	Glycophospholipid-Anchored Surface protein	1680	YMR307W	S000004924	ORF
CDC8	OTHER	1	CDC8	S. cerevisiae	Cell Division Cycle	651	YJR057W	S000003818	ORF
GDT1	OTHER	1	GDT1	S. cerevisiae	Gcr1 Dependent Translation factor	843	YBR187W	S000000391	ORF
TRR2	OTHER	1	TRR2	S. cerevisiae	ThioRedoxin Reductase	1029	YHR106W	S000001148	ORF
ERV1	OTHER	1	ERV1	S. cerevisiae	Essential for Respiration and Viability	653	YGR029W	S000003261	ORF
YTA6	OTHER	1	YTA6	S. cerevisiae	Yeast Tat-binding Analog	2265	YPL074W	S000005995	ORF
WHI2	OTHER	1	WHI2	S. cerevisiae	WHIskey	1461	YOR043W	S000005569	ORF
YPL251W	OTHER	1		S. cerevisiae		303	YPL251W	S000006172	ORF
OCA2	OTHER	1	OCA2	S. cerevisiae	Oxidant-induced Cell cycle Arrest	594	YNL056W	S000005001	ORF
SKG6	OTHER	1	SKG6	S. cerevisiae	Suppressor of lethality of Kex2 Gas1 double null mutant	2205	YHR149C	S000001192	ORF
EKI1	OTHER	1	EKI1	S. cerevisiae	Ethanolamine KInase	1605	YDR147W	S000002554	ORF
SMF1	OTHER	1	SMF1	S. cerevisiae	Suppressor of Mitochondria import Function	1728	YOL122C	S000005482	ORF
DIF1	OTHER	1	DIF1	S. cerevisiae	Damage-regulated Import Facilitator	402	YLR437C	S000004429	ORF
SPC29	OTHER	1	SPC29	S. cerevisiae	Spindle Pole Component	762	YPL124W	S000006045	ORF
UTH1	OTHER	1	UTH1	S. cerevisiae	yoUTH	1098	YKR042W	S000001750	ORF
BDP1	OTHER	1	BDP1	S. cerevisiae	B Double Prime	1785	YNL039W	S000004984	ORF
ADA2	OTHER	1	ADA2	S. cerevisiae	transcriptional ADAptor	1305	YDR448W	S000002856	ORF
NPY1	OTHER	1	NPY1	S. cerevisiae	NADH PYrophosphatase	1155	YGL067W	S000003035	ORF
SEC6	OTHER	1	SEC6	S. cerevisiae	SECretory	2418	YIL068C	S000001330	ORF
KAR9	OTHER	1	KAR9	S. cerevisiae	KARyogamy	1935	YPL269W	S000006190	ORF
HTA1	OTHER	1	HTA1	S. cerevisiae	Histone h Two A	399	YDR225W	S000002633	ORF
YBR071W	OTHER	1		S. cerevisiae		636	YBR071W	S000000275	ORF
GGA1	OTHER	1	GGA1	S. cerevisiae	Golgi-localized, Gamma-adaptin ear homology, Arf-binding protein	1674	YDR358W	S000002766	ORF
AIM9	OTHER	1	AIM9	S. cerevisiae	Altered Inheritance rate of Mitochondria	1884	YER080W	S000000882	ORF
PUF3	OTHER	1	PUF3	S. cerevisiae	PUmilio-homology domain Family	2640	YLL013C	S000003936	ORF
FRK1	OTHER	1	FRK1	S. cerevisiae	Fatty acyl-CoA synthetase and RNA processing-associated Kinase	2598	YPL141C	S000006062	ORF
RAD57	OTHER	1	RAD57	S. cerevisiae	RADiation sensitive	1383	YDR004W	S000002411	ORF
YNL320W	OTHER	1		S. cerevisiae		855	YNL320W	S000005264	ORF
AHA1	OTHER	1	AHA1	S. cerevisiae	Activator of Heat shock protein 90 ATPase	1053	YDR214W	S000002622	ORF
IRC20	OTHER	1	IRC20	S. cerevisiae	Increased Recombination Centers	4671	YLR247C	S000004237	ORF
YJR054W	OTHER	1	KCH1	S. cerevisiae	Potassium (K) regulator of CcH1	1494	YJR054W	S000003815	ORF
SNX4	OTHER	1	SNX4	S. cerevisiae	Sorting NeXin	1272	YJL036W	S000003573	ORF
CSR1	OTHER	1	CSR1	S. cerevisiae	Chs5 Spa2 Rescue	1227	YLR380W	S000004372	ORF
TDA9	OTHER	1	TDA9	S. cerevisiae	Topoisomerase I Damage Affected	3756	YML081W	S000004546	ORF
SIM1	OTHER	1	SIM1	S. cerevisiae	Start Independent of Mitosis	1431	YIL123W	S000001385	ORF
BUB2	OTHER	1	BUB2	S. cerevisiae	Budding Uninhibited by Benzimidazole	921	YMR055C	S000004659	ORF
CDC43	OTHER	1	CDC43	S. cerevisiae	Cell Division Cycle	1131	YGL155W	S000003123	ORF
FKH2	OTHER	1	FKH2	S. cerevisiae	ForK head Homolog	2589	YNL068C	S000005012	ORF
MNN10	OTHER	1	MNN10	S. cerevisiae	MaNNosyltransferase	1182	YDR245W	S000002653	ORF
ALK2	OTHER	1	ALK2	S. cerevisiae		2031	YBL009W	S000000105	ORF
NDI1	OTHER	1	NDI1	S. cerevisiae	NADH Dehydrogenase Internal	1542	YML120C	S000004589	ORF
YSP2	OTHER	1	YSP2	S. cerevisiae	Yeast Suicide Protein	4317	YDR326C	S000002734	ORF
PSF1	OTHER	1	PSF1	S. cerevisiae	Partner of Sld Five	627	YDR013W	S000002420	ORF
PBY1	OTHER	1	PBY1	S. cerevisiae	P-BodY associated protein	2262	YBR094W	S000000298	ORF
FZO1	OTHER	1	FZO1	S. cerevisiae	FuZzy Onions homolog	2568	YBR179C	S000000383	ORF
WSC2	OTHER	1	WSC2	S. cerevisiae	cell Wall integrity and Stress response Component	1512	YNL283C	S000005227	ORF
CHA4	OTHER	1	CHA4	S. cerevisiae	Catabolism of Hydroxy Amino acids	1947	YLR098C	S000004088	ORF
TFC8	OTHER	1	TFC8	S. cerevisiae	Transcription Factor C	1767	YPL007C	S000005928	ORF
YER152C	OTHER	1		S. cerevisiae		1332	YER152C	S000000954	ORF
YNL190W	OTHER	1		S. cerevisiae		615	YNL190W	S000005134	ORF
RIB3	OTHER	1	RIB3	S. cerevisiae	RIBoflavin biosynthesis	627	YDR487C	S000002895	ORF
YMR010W	OTHER	1	ANY1	S. cerevisiae	Antagonizes Neo1 Yeast phospholipid flippase	1218	YMR010W	S000004612	ORF
COX18	OTHER	1	COX18	S. cerevisiae	Cytochrome c OXidase	951	YGR062C	S000003294	ORF
STU1	OTHER	1	STU1	S. cerevisiae	Suppressor of TUbulin	4542	YBL034C	S000000130	ORF
TCM62	OTHER	1	TCM62	S. cerevisiae	TriCarboxylic acid cycle Mutant	1719	YBR044C	S000000248	ORF
TOP2	OTHER	1	TOP2	S. cerevisiae	TOPoisomerase	4287	YNL088W	S000005032	ORF
ASK1	OTHER	1	ASK1	S. cerevisiae	Associated with Spindles and Kinetochores	879	YKL052C	S000001535	ORF
PSR1	OTHER	1	PSR1	S. cerevisiae	Plasma membrane Sodium Response	1284	YLL010C	S000003933	ORF
SMF3	OTHER	1	SMF3	S. cerevisiae		1422	YLR034C	S000004024	ORF
IDH2	OTHER	1	IDH2	S. cerevisiae	Isocitrate DeHydrogenase	1110	YOR136W	S000005662	ORF
BIO2	OTHER	1	BIO2	S. cerevisiae	BIOtin	1128	YGR286C	S000003518	ORF
RPN7	OTHER	1	RPN7	S. cerevisiae	Regulatory Particle Non-ATPase	1290	YPR108W	S000006312	ORF
MFA2	OTHER	1	MFA2	S. cerevisiae	Mating Factor A	117	YNL145W	S000005089	ORF
EXO84	OTHER	1	EXO84	S. cerevisiae	EXOcyst	2262	YBR102C	S000000306	ORF
YJL068C	OTHER	1		S. cerevisiae		900	YJL068C	S000003604	ORF
MDM1	OTHER	1	MDM1	S. cerevisiae	Mitochondrial Distribution and Morphology	3384	YML104C	S000004572	ORF
COY1	OTHER	1	COY1	S. cerevisiae	CASP Of Yeast	2040	YKL179C	S000001662	ORF
PFA4	OTHER	1	PFA4	S. cerevisiae	Protein Fatty Acyltransferase	1137	YOL003C	S000005363	ORF
YNL295W	OTHER	1	MRX6	S. cerevisiae	Mitochondrial oRganization of gene eXpression (MIOREX)	1575	YNL295W	S000005239	ORF
TEM1	OTHER	1	TEM1	S. cerevisiae	TErmination of M phase	738	YML064C	S000004529	ORF
YHL026C	OTHER	1		S. cerevisiae		948	YHL026C	S000001018	ORF
OTU1	OTHER	1	OTU1	S. cerevisiae	Ovarian TUmor	906	YFL044C	S000001850	ORF
APC1	OTHER	1	APC1	S. cerevisiae	Anaphase Promoting Complex subunit	5247	YNL172W	S000005116	ORF
CIS3	OTHER	1	CIS3	S. cerevisiae	CIk1 Suppressing	684	YJL158C	S000003694	ORF
YGP1	OTHER	1	YGP1	S. cerevisiae	Yeast GlycoProtein	1065	YNL160W	S000005104	ORF
CST26	OTHER	1	CST26	S. cerevisiae	Chromosome STability	1194	YBR042C	S000000246	ORF
NUP2	OTHER	1	NUP2	S. cerevisiae	NUclear Pore	2163	YLR335W	S000004327	ORF
YDL172C	OTHER	1		S. cerevisiae		480	YDL172C	S000002331	ORF
STN1	OTHER	1	STN1	S. cerevisiae	Suppressor of cdc ThirteeN	1485	YDR082W	S000002489	ORF
CGI121	OTHER	1	CGI121	S. cerevisiae	homolog of human CGI-121	652	YML036W	S000004500	ORF
ACE2	OTHER	1	ACE2	S. cerevisiae	Activator of CUP1 Expression	2313	YLR131C	S000004121	ORF
STR3	OTHER	1	STR3	S. cerevisiae	Sulfur TRansfer	1398	YGL184C	S000003152	ORF
PRP5	OTHER	1	PRP5	S. cerevisiae	Pre-mRNA Processing	2550	YBR237W	S000000441	ORF
SEC8	OTHER	1	SEC8	S. cerevisiae	SECretory	3198	YPR055W	S000006259	ORF
PSD1	OTHER	1	PSD1	S. cerevisiae	PhosphatidylSerine Decarboxylase	1503	YNL169C	S000005113	ORF
ACC1	OTHER	1	ACC1	S. cerevisiae	Acetyl-CoA Carboxylase	6702	YNR016C	S000005299	ORF
SHE2	OTHER	1	SHE2	S. cerevisiae	Swi5p-dependent HO Expression	741	YKL130C	S000001613	ORF
YDR179W-A	OTHER	1	NVJ3	S. cerevisiae	Nucleus-Vacuole Junction	1392	YDR179W-A	S000002587	ORF
CNM67	OTHER	1	CNM67	S. cerevisiae	Chaotic Nuclear Migration	1746	YNL225C	S000005169	ORF
RBD2	OTHER	1	RBD2	S. cerevisiae		789	YPL246C	S000006167	ORF
MXR1	OTHER	1	MXR1	S. cerevisiae	peptide Methionine sulfoXide Reductase	555	YER042W	S000000844	ORF
SNU13	OTHER	1	SNU13	S. cerevisiae	Small NUclear ribonucleoprotein associated	381	YEL026W	S000000752	ORF
SRP40	OTHER	1	SRP40	S. cerevisiae	Serine Rich Protein	1221	YKR092C	S000001800	ORF
IQG1	OTHER	1	IQG1	S. cerevisiae	IQGAP-related protein	4488	YPL242C	S000006163	ORF
HIR2	OTHER	1	HIR2	S. cerevisiae	HIstone Regulation	2628	YOR038C	S000005564	ORF
KEX2	OTHER	1	KEX2	S. cerevisiae	Killer EXpression defective	2445	YNL238W	S000005182	ORF
CTF18	OTHER	1	CTF18	S. cerevisiae	Chromosome Transmission Fidelity	2226	YMR078C	S000004683	ORF
MID1	OTHER	1	MID1	S. cerevisiae	Mating pheromone-Induced Death	1647	YNL291C	S000005235	ORF
ENV9	OTHER	1	ENV9	S. cerevisiae	late ENdosome and Vacuole interface function	993	YOR246C	S000005772	ORF
POL12	OTHER	1	POL12	S. cerevisiae	POLymerase	2118	YBL035C	S000000131	ORF
YJR003C	OTHER	1	MRX12	S. cerevisiae	Mitochondrial oRganization of gene eXpression (MIOREX)	1560	YJR003C	S000003763	ORF
RRG7	OTHER	1	RRG7	S. cerevisiae	Required for Respiratory Growth	729	YOR305W	S000005832	ORF
TRX3	OTHER	1	TRX3	S. cerevisiae	ThioRedoXin	384	YCR083W	S000000679	ORF
IMA5	OTHER	1	IMA5	S. cerevisiae	IsoMAltase	1746	YJL216C	S000003752	ORF
BNI4	OTHER	1	BNI4	S. cerevisiae	Bud Neck Involved	2679	YNL233W	S000005177	ORF
YNL181W	OTHER	1	PBR1	S. cerevisiae	Potentiates Bioactive compound Response	1224	YNL181W	S000005125	ORF
HTD2	OTHER	1	HTD2	S. cerevisiae	Hydroxyacyl-Thioester Dehydratase	843	YHR067W	S000001109	ORF
CRP1	OTHER	1	CRP1	S. cerevisiae	Cruciform DNA-Recognizing Protein	1398	YHR146W	S000001189	ORF
VID27	OTHER	1	VID27	S. cerevisiae	Vacuolar Import and Degradation	2349	YNL212W	S000005156	ORF
MEP3	OTHER	1	MEP3	S. cerevisiae		1470	YPR138C	S000006342	ORF
YAL037W	OTHER	1		S. cerevisiae		804	YAL037W	S000000035	ORF
ERP2	OTHER	1	ERP2	S. cerevisiae	Emp24p/Erv25p Related Protein	648	YAL007C	S000000005	ORF
PLM2	OTHER	1	PLM2	S. cerevisiae	PLasmid Maintenance	1566	YDR501W	S000002909	ORF
ITT1	OTHER	1	ITT1	S. cerevisiae	Inhibitor of Translation Termination	1395	YML068W	S000004533	ORF
THI21	OTHER	1	THI21	S. cerevisiae	THIamine metabolism	1656	YPL258C	S000006179	ORF
INP2	OTHER	1	INP2	S. cerevisiae	INheritance of Peroxisomes	2118	YMR163C	S000004773	ORF
YEA6	OTHER	1	YEA6	S. cerevisiae		1008	YEL006W	S000000732	ORF
CLN1	OTHER	1	CLN1	S. cerevisiae	CycLiN	1641	YMR199W	S000004812	ORF
ORC1	OTHER	1	ORC1	S. cerevisiae	Origin Recognition Complex	2745	YML065W	S000004530	ORF
SLK19	OTHER	1	SLK19	S. cerevisiae	Synthetic Lethal Kar3p	2466	YOR195W	S000005721	ORF
HEF3	OTHER	1	HEF3	S. cerevisiae	Homolog of EF-3	3135	YNL014W	S000004959	ORF
MIP1	OTHER	1	MIP1	S. cerevisiae	MItochondrial DNA Polymerase	3765	YOR330C	S000005857	ORF
RNH202	OTHER	1	RNH202	S. cerevisiae	RNase H	1053	YDR279W	S000002687	ORF
ARV1	OTHER	1	ARV1	S. cerevisiae	ARE2 Required for Viability	966	YLR242C	S000004232	ORF
ARP8	OTHER	1	ARP8	S. cerevisiae	Actin-Related Protein	2646	YOR141C	S000005667	ORF
YHR214W-A	OTHER	1		S. cerevisiae		486	YHR214W-A	S000003535	ORF
BCY1	OTHER	1	BCY1	S. cerevisiae	Bypass of CYclic-AMP requirement	1251	YIL033C	S000001295	ORF
TBS1	OTHER	1	TBS1	S. cerevisiae	ThiaBendazole Sensitive	3285	YBR150C	S000000354	ORF
ALG14	OTHER	1	ALG14	S. cerevisiae	Asparagine Linked Glycosylation	714	YBR070C	S000000274	ORF
SEN34	OTHER	1	SEN34	S. cerevisiae	Splicing ENdonuclease	828	YAR008W	S000000066	ORF
SMC3	OTHER	1	SMC3	S. cerevisiae	Stability of MiniChromosomes	3693	YJL074C	S000003610	ORF
MKK2	OTHER	1	MKK2	S. cerevisiae	Mitogen-activated Kinase Kinase	1521	YPL140C	S000006061	ORF
ADH3	OTHER	1	ADH3	S. cerevisiae	Alcohol DeHydrogenase	1128	YMR083W	S000004688	ORF
CTK2	OTHER	1	CTK2	S. cerevisiae	Carboxy-Terminal domain Kinase	972	YJL006C	S000003543	ORF
YOR114W	OTHER	1	DPI34	S. cerevisiae	Delta-Psi dependent mitochondrial Import protein of ~34 kDa	885	YOR114W	S000005640	ORF
DIC1	OTHER	1	DIC1	S. cerevisiae	DIcarboxylate Carrier	897	YLR348C	S000004340	ORF
CDC1	OTHER	1	CDC1	S. cerevisiae	Cell Division Cycle	1476	YDR182W	S000002590	ORF
YLR446W	OTHER	1		S. cerevisiae		1302	YLR446W	S000004438	ORF
CAB4	OTHER	1	CAB4	S. cerevisiae	Coenzyme A Biosynthesis	918	YGR277C	S000003509	ORF
BOI2	OTHER	1	BOI2	S. cerevisiae	Bem1 (One) Interacting protein	3123	YER114C	S000000916	ORF
CDC12	OTHER	1	CDC12	S. cerevisiae	Cell Division Cycle	1224	YHR107C	S000001149	ORF
DAM1	OTHER	1	DAM1	S. cerevisiae	Duo1 And Mps1 interacting	1032	YGR113W	S000003345	ORF
RTT107	OTHER	1	RTT107	S. cerevisiae	Regulator of Ty1 Transposition	3213	YHR154W	S000001197	ORF
MED2	OTHER	1	MED2	S. cerevisiae	MEDiator complex	1296	YDL005C	S000002163	ORF
AXL2	OTHER	1	AXL2	S. cerevisiae	AXiaL 2 bud site selection	2472	YIL140W	S000001402	ORF
YPR174C	OTHER	1	CSA1	S. cerevisiae	Cdc5 SPB Anchor	666	YPR174C	S000006378	ORF
MNN1	OTHER	1	MNN1	S. cerevisiae	MaNNosyltransferase	2289	YER001W	S000000803	ORF
STB1	OTHER	1	STB1	S. cerevisiae	Sin Three Binding protein	1263	YNL309W	S000005253	ORF
MST1	OTHER	1	MST1	S. cerevisiae	Mitochondrial aminoacyl-tRNA Synthetase, Threonine	1389	YKL194C	S000001677	ORF
ORC3	OTHER	1	ORC3	S. cerevisiae	Origin Recognition Complex	1851	YLL004W	S000003927	ORF
RPT1	OTHER	1	RPT1	S. cerevisiae	Regulatory Particle Triple-A protein, or Regulatory Particle Triphosphatase	1404	YKL145W	S000001628	ORF
BRO1	OTHER	1	BRO1	S. cerevisiae	BCK1-like Resistance to Osmotic shock	2535	YPL084W	S000006005	ORF
CLB4	OTHER	1	CLB4	S. cerevisiae	CycLin B	1383	YLR210W	S000004200	ORF
SAS3	OTHER	1	SAS3	S. cerevisiae	Something About Silencing	2496	YBL052C	S000000148	ORF
KIN3	OTHER	1	KIN3	S. cerevisiae	protein KINase	1308	YAR018C	S000000071	ORF
STU2	OTHER	1	STU2	S. cerevisiae	Suppressor of TUbulin	2667	YLR045C	S000004035	ORF
ZPS1	OTHER	1	ZPS1	S. cerevisiae	Zinc- and pH-regulated Surface protein	750	YOL154W	S000005514	ORF
ASE1	OTHER	1	ASE1	S. cerevisiae	Anaphase Spindle Elongation	2658	YOR058C	S000005584	ORF
ALY2	OTHER	1	ALY2	S. cerevisiae	Arrestin-Like Yeast protein	3141	YJL084C	S000003620	ORF
YER130C	OTHER	1	COM2	S. cerevisiae	Cousin of Msn2	1332	YER130C	S000000932	ORF
NUP53	OTHER	1	NUP53	S. cerevisiae	NUclear Pore	1428	YMR153W	S000004762	ORF
CSE4	OTHER	1	CSE4	S. cerevisiae	Chromosome SEgregation	690	YKL049C	S000001532	ORF
SPC97	OTHER	1	SPC97	S. cerevisiae	Spindle Pole Component	2472	YHR172W	S000001215	ORF
YDL157C	OTHER	1		S. cerevisiae		357	YDL157C	S000002316	ORF
UME1	OTHER	1	UME1	S. cerevisiae	Unscheduled Meiotic gene Expression	1383	YPL139C	S000006060	ORF
WTM2	OTHER	1	WTM2	S. cerevisiae	WD repeat containing Transcriptional Modulator	1404	YOR229W	S000005755	ORF
MRM2	OTHER	1	MRM2	S. cerevisiae	Mitochondrial rRNA Methyl transferase	963	YGL136C	S000003104	ORF
ARP7	OTHER	1	ARP7	S. cerevisiae	Actin-Related Protein	1434	YPR034W	S000006238	ORF
SIP3	OTHER	1	SIP3	S. cerevisiae	SNF1-Interacting Protein	3690	YNL257C	S000005201	ORF
DOT1	OTHER	1	DOT1	S. cerevisiae	Disruptor Of Telomeric silencing	1749	YDR440W	S000002848	ORF
OPT2	OTHER	1	OPT2	S. cerevisiae	OligoPeptide Transporter	2634	YPR194C	S000006398	ORF
